Location	Start	End	mRNA	GENE #				
Chr_01	1076930	1078996	ID=mRNA221	gene221	Name=wlab.247090.1_mRNA	proteinid=455	annotator=automatic	
Chr_01	1084693	1086293	ID=mRNA222	gene222	Name=wlab.247094.1_mRNA	proteinid=457	annotator=automatic	
Chr_01	1088788	1090563	ID=mRNA223	gene223	Name=wlab.241695.1_mRNA	proteinid=459	annotator=automatic	
Chr_01	1091039	1093734	ID=mRNA224	gene224	Name=wlab.232290.1_mRNA	proteinid=460	annotator=automatic	
Chr_01	1098011	1100961	ID=mRNA225	gene225	Name=wlab.247096.1_mRNA	proteinid=462	annotator=automatic	
Chr_01	1103737	1104692	ID=mRNA226	gene226	Name=wlab.247098.1_mRNA	proteinid=464	annotator=automatic	
Chr_01	1106673	1107717	ID=mRNA227	gene227	Name=wlab.232284.1_mRNA	proteinid=466	annotator=automatic	
Chr_01	1111446	1113278	ID=mRNA228	gene228	Name=wlab.247100.1_mRNA	proteinid=468	annotator=automatic	
Chr_01	1117010	1118548	ID=mRNA229	gene229	Name=wlab.247102.1_mRNA	proteinid=470	annotator=automatic	
Chr_01	1122036	1123283	ID=mRNA230	gene230	Name=wlab.14876.1_mRNA	proteinid=472	product=ATPase%2C%20F0%20complex%2C%20subunit%20B%27	annotator=Charles%20Bachy
Chr_01	1132877	1135038	ID=mRNA231	gene231	Name=wlab.232279.1_mRNA	proteinid=474	product=Type%20II%20%28General%29%20Secretory%20Pathway%20%28IISP%29%20Family	annotator=Jian%20Guo
Chr_01	1135794	1138472	ID=mRNA232	gene232	Name=wlab.241626.1_mRNA	proteinid=475	annotator=automatic	
Chr_01	1144878	1147449	ID=mRNA233	gene233	Name=wlab.247106.1_mRNA	proteinid=479	annotator=automatic	
Chr_01	1147563	1150835	ID=mRNA234	gene234	Name=wlab.241617.1_mRNA	proteinid=480	annotator=automatic	
Chr_01	1153469	1154241	ID=mRNA235	gene235	Name=wlab.232278.1_mRNA	proteinid=482	annotator=automatic	
Chr_01	1162993	1164804	ID=mRNA236	gene236	Name=wlab.247108.1_mRNA	proteinid=486	product=Mitochondrial%20Protein%20Translocase%20%28MPT%29%20Family	annotator=Jian%20Guo
Chr_01	1167184	1169419	ID=mRNA237	gene237	Name=wlab.247109.1_mRNA	proteinid=488	product=H%2B-%20or%20Na%2B-translocating%20F-type%2C%20V-type%20and%20A-type%20ATPase%20%28F-ATPase%29%20Superfamily	annotator=Jian%20Guo
Chr_01	1172422	1173382	ID=mRNA238	gene238	Name=wlab.247110.1_mRNA	proteinid=490	annotator=automatic	
Chr_01	1174908	1175964	ID=mRNA239	gene239	Name=wlab.246582.1_mRNA	proteinid=492	annotator=automatic	
Chr_01	1176363	1179749	ID=mRNA240	gene240	Name=wlab.19065.1_mRNA	proteinid=493	annotator=automatic	
Chr_01	1180543	1180869	ID=mRNA241	gene241	Name=wlab.246583.1_mRNA	proteinid=495	annotator=automatic	
Chr_01	1181244	1185516	ID=mRNA242	gene242	Name=wlab.232271.1_mRNA	proteinid=496	annotator=automatic	
Chr_01	1185803	1187019	ID=mRNA243	gene243	Name=wlab.247113.1_mRNA	proteinid=498	annotator=automatic	
Chr_01	1189441	1191310	ID=mRNA244	gene244	Name=wlab.247116.1_mRNA	proteinid=499	annotator=automatic	
Chr_01	1193387	1196854	ID=mRNA245	gene245	Name=wlab.247117.1_mRNA	proteinid=501	annotator=automatic	
Chr_01	1196715	1197659	ID=mRNA246	gene246	Name=wlab.247118.1_mRNA	proteinid=502	annotator=automatic	
Chr_01	1198257	1199008	ID=mRNA247	gene247	Name=wlab.17162.1_mRNA	proteinid=503	annotator=automatic	
Chr_01	1202617	1205209	ID=mRNA248	gene248	Name=wlab.232268.1_mRNA	proteinid=505	annotator=automatic	
Chr_01	1208340	1211065	ID=mRNA249	gene249	Name=wlab.247120.1_mRNA	proteinid=507	annotator=automatic	
Chr_01	1212747	1213881	ID=mRNA250	gene250	Name=wlab.247121.1_mRNA	proteinid=509	annotator=automatic	
Chr_01	1216991	1220399	ID=mRNA251	gene251	Name=wlab.17168.1_mRNA	proteinid=511	annotator=automatic	
Chr_01	1223681	1225391	ID=mRNA252	gene252	Name=wlab.241090.1_mRNA	proteinid=513	annotator=automatic	
Chr_01	1230668	1231479	ID=mRNA253	gene253	Name=wlab.246590.1_mRNA	proteinid=516	annotator=automatic	
Chr_01	1232647	1238250	ID=mRNA254	gene254	Name=wlab.247123.1_mRNA	proteinid=517	annotator=automatic	
Chr_01	1241215	1241637	ID=mRNA255	gene255	Name=fgenesh2_pg.C_Chr_01000104_mRNA	proteinid=10757	annotator=Alexandra%20Worden	
Chr_01	1242959	1244560	ID=mRNA256	gene256	Name=wlab.2912.1_mRNA	proteinid=519	annotator=automatic	
Chr_01	1252954	1254448	ID=mRNA257	gene257	Name=wlab.247126.1_mRNA	proteinid=522	annotator=automatic	
Chr_01	1300595	1301851	ID=mRNA258	gene258	Name=wlab.240742.1_mRNA	proteinid=525	annotator=automatic	
Chr_01	1304053	1305603	ID=mRNA259	gene259	Name=wlab.2564.1_mRNA	proteinid=527	product=H%2B-%20or%20Na%2B-translocating%20F-type%2C%20V-type%20and%20A-type%20ATPase%20%28F-ATPase%29%20Superfamily	annotator=Jian%20Guo
Chr_01	1308026	1310053	ID=mRNA260	gene260	Name=wlab.247129.1_mRNA	proteinid=529	annotator=automatic	
Chr_01	1311486	1313145	ID=mRNA261	gene261	Name=wlab.247131.1_mRNA	proteinid=531	annotator=automatic	
Chr_01	1314640	1316132	ID=mRNA262	gene262	Name=wlab.247133.1_mRNA	proteinid=533	annotator=automatic	
Chr_01	1329343	1329960	ID=mRNA263	gene263	Name=wlab.232253.1_mRNA	proteinid=536	annotator=automatic	
Chr_01	1331192	1333009	ID=mRNA264	gene264	Name=wlab.232254.1_mRNA	proteinid=538	annotator=automatic	
Chr_01	1333410	1335709	ID=mRNA265	gene265	Name=wlab.247135.1_mRNA	proteinid=539	annotator=automatic	
Chr_01	1342201	1343136	ID=mRNA266	gene266	Name=wlab.232252.1_mRNA	proteinid=542	product=Flagellar%20outer%20arm%20dynein%20light%20chain%204	annotator=Valeria%20Jimenez
Chr_01	1351976	1353165	ID=mRNA267	gene267	Name=wlab.240411.1_mRNA	proteinid=546	annotator=automatic	
Chr_01	1353949	1357148	ID=mRNA268	gene268	Name=wlab.232250.1_mRNA	proteinid=547	annotator=automatic	
Chr_01	1359295	1360600	ID=mRNA269	gene269	Name=wlab.10084.1_mRNA	proteinid=549	product=prasinophyte%20specific%20chlorophyll%20a%2Fb-binding%20protein	annotator=Charles%20Bachy
Chr_01	1364907	1367994	ID=mRNA270	gene270	Name=wlab.232248.1_mRNA	proteinid=551	annotator=automatic	
Chr_01	1371567	1372342	ID=mRNA271	gene271	Name=wlab.22135.1_mRNA	proteinid=553	annotator=automatic	
Chr_01	1379077	1380126	ID=mRNA272	gene272	Name=wlab.247142.1_mRNA	proteinid=556	annotator=automatic	
Chr_01	1385393	1386835	ID=mRNA273	gene273	Name=wlab.247144.1_mRNA	proteinid=558	product=Uroporphyrinogen%20decarboxylase%2C%20%28UROD3%29	annotator=Charles%20Bachy
Chr_01	1389661	1390163	ID=mRNA274	gene274	Name=wlab.248569.1_mRNA	proteinid=560	annotator=automatic	
Chr_01	1392563	1393582	ID=mRNA275	gene275	Name=wlab.232242.1_mRNA	proteinid=562	annotator=automatic	
Chr_01	1393793	1394959	ID=mRNA276	gene276	Name=wlab.247145.1_mRNA	proteinid=563	annotator=automatic	
Chr_01	1396896	1398491	ID=mRNA277	gene277	Name=wlab.247147.1_mRNA	proteinid=565	annotator=automatic	
Chr_01	1403089	1406209	ID=mRNA278	gene278	Name=wlab.232238.1_mRNA	proteinid=567	product=Chloride%20Carrier%2FChannel%20%28ClC%29%20Family	annotator=Jian%20Guo
Chr_01	1407883	1408680	ID=mRNA279	gene279	Name=wlab.247149.1_mRNA	proteinid=569	annotator=automatic	
Chr_01	1412124	1413815	ID=mRNA280	gene280	Name=wlab.247150.1_mRNA	proteinid=571	product=E2F%20transcrition%20factor	annotator=Jae-Hyeok%20Lee
Chr_01	1417324	1418552	ID=mRNA281	gene281	Name=wlab.247152.1_mRNA	proteinid=573	annotator=automatic	
Chr_01	1421788	1424971	ID=mRNA282	gene282	Name=wlab.247154.1_mRNA	proteinid=575	product=Basal%20Body%20Protein	annotator=Valeria%20Jimenez
Chr_01	1426654	1427691	ID=mRNA283	gene283	Name=wlab.2714.1_mRNA	proteinid=576	product=Photosystem%20I%20psaG%20subunit	annotator=Charles%20Bachy
Chr_01	1429985	1430749	ID=mRNA284	gene284	Name=wlab.232231.1_mRNA	proteinid=577	annotator=automatic	
Chr_01	1431081	1433620	ID=mRNA285	gene285	Name=wlab.247156.1_mRNA	proteinid=578	annotator=automatic	
Chr_01	1435940	1437427	ID=mRNA286	gene286	Name=wlab.230282.1_mRNA	proteinid=580	annotator=automatic	
Chr_01	1439672	1443425	ID=mRNA287	gene287	Name=wlab.240301.1_mRNA	proteinid=582	annotator=automatic	
Chr_01	1443527	1444614	ID=mRNA288	gene288	Name=wlab.2923.1_mRNA	proteinid=583	annotator=automatic	
Chr_01	1451097	1451869	ID=mRNA289	gene289	Name=wlab.247157.1_mRNA	proteinid=586	annotator=automatic	
Chr_01	1457355	1458221	ID=mRNA290	gene290	Name=wlab.247160.1_mRNA	proteinid=589	annotator=automatic	
Chr_01	1460768	1467728	ID=mRNA291	gene291	Name=wlab.247161.1_mRNA	proteinid=591	annotator=automatic	
Chr_01	1470484	1472948	ID=mRNA292	gene292	Name=wlab.1204.1_mRNA	proteinid=592	annotator=automatic	
Chr_01	1473203	1473798	ID=mRNA293	gene293	Name=wlab.232219.1_mRNA	proteinid=593	annotator=automatic	
Chr_01	1475164	1475395	ID=mRNA294	gene294	Name=est_orfs.Chr_01_1613_3202967:2_mRNA	proteinid=10832	annotator=Alexandra%20Worden	
Chr_01	1475701	1476554	ID=mRNA295	gene295	Name=wlab.247163.1_mRNA	proteinid=595	annotator=automatic	
Chr_01	1481646	1482613	ID=mRNA296	gene296	Name=wlab.248660.1_mRNA	proteinid=597	annotator=automatic	
Chr_01	1485130	1486503	ID=mRNA297	gene297	Name=wlab.248659.1_mRNA	proteinid=598	product=Chlorophyll%20a-b%20binding%20protein%2C%20Chloroplast%20light-harvesting%20complex%20I%20protein	annotator=Charles%20Bachy
Chr_01	1488446	1490751	ID=mRNA298	gene298	Name=wlab.247164.1_mRNA	proteinid=599	annotator=automatic	
Chr_01	1493117	1493505	ID=mRNA299	gene299	Name=wlab.246620.1_mRNA	proteinid=601	annotator=automatic	
Chr_01	1499015	1500110	ID=mRNA300	gene300	Name=wlab.230253.1_mRNA	proteinid=603	annotator=automatic	
Chr_01	1502331	1504802	ID=mRNA301	gene301	Name=wlab.22171.1_mRNA	proteinid=605	annotator=automatic	
Chr_01	1508937	1510928	ID=mRNA302	gene302	Name=wlab.240130.1_mRNA	proteinid=607	annotator=automatic	
Chr_01	1519927	1520858	ID=mRNA303	gene303	Name=wlab.19183.1_mRNA	proteinid=609	annotator=automatic	
Chr_01	1522603	1523360	ID=mRNA304	gene304	Name=wlab.247168.1_mRNA	proteinid=611	annotator=automatic	
Chr_01	1525591	1527057	ID=mRNA305	gene305	Name=wlab.3494.1_mRNA	proteinid=613	product=dynein%20associated%20LRR%20protein	annotator=Valeria%20Jimenez
Chr_01	1528745	1531719	ID=mRNA306	gene306	Name=wlab.244024.1_mRNA	proteinid=615	annotator=automatic	
Chr_01	1535497	1537920	ID=mRNA307	gene307	Name=wlab.247170.1_mRNA	proteinid=618	annotator=automatic	
Chr_01	1540155	1540997	ID=mRNA308	gene308	Name=wlab.19189.1_mRNA	proteinid=620	annotator=automatic	
Chr_01	1541100	1541483	ID=mRNA309	gene309	Name=wlab.247171.1_mRNA	proteinid=621	annotator=automatic	
Chr_01	1542418	1544037	ID=mRNA310	gene310	Name=wlab.232205.1_mRNA	proteinid=622	annotator=automatic	
Chr_01	1546397	1548405	ID=mRNA311	gene311	Name=wlab.248620.1_mRNA	proteinid=624	annotator=automatic	
Chr_01	1553394	1554809	ID=mRNA312	gene312	Name=wlab.247173.1_mRNA	proteinid=626	annotator=automatic	
Chr_01	1566635	1568746	ID=mRNA313	gene313	Name=wlab.19197.1_mRNA	proteinid=628	annotator=automatic	
Chr_01	1569642	1570799	ID=mRNA314	gene314	Name=wlab.247176.1_mRNA	proteinid=630	annotator=automatic	
Chr_01	1571957	1573043	ID=mRNA315	gene315	Name=wlab.22185.1_mRNA	proteinid=631	annotator=automatic	
Chr_01	1577606	1579561	ID=mRNA316	gene316	Name=wlab.19201.1_mRNA	proteinid=633	annotator=automatic	
Chr_01	1580423	1582173	ID=mRNA317	gene317	Name=wlab.3501.1_mRNA	proteinid=634	annotator=automatic	
Chr_01	1583375	1585411	ID=mRNA318	gene318	Name=wlab.240041.1_mRNA	proteinid=636	annotator=automatic	
Chr_01	1588015	1589962	ID=mRNA319	gene319	Name=wlab.247177.1_mRNA	proteinid=638	annotator=automatic	
Chr_01	1590452	1595129	ID=mRNA320	gene320	Name=wlab.247178.1_mRNA	proteinid=640	annotator=automatic	
Chr_01	1597897	1599072	ID=mRNA321	gene321	Name=wlab.3504.1_mRNA	proteinid=642	annotator=automatic	
Chr_01	1603262	1604109	ID=mRNA322	gene322	Name=wlab.247180.1_mRNA	proteinid=644	annotator=automatic	
Chr_01	1605343	1607460	ID=mRNA323	gene323	Name=wlab.247181.1_mRNA	proteinid=645	annotator=automatic	
Chr_01	1609688	1611432	ID=mRNA324	gene324	Name=wlab.232194.1_mRNA	proteinid=647	annotator=automatic	
Chr_01	1614683	1616305	ID=mRNA325	gene325	Name=wlab.240019.1_mRNA	proteinid=649	annotator=automatic	
Chr_01	1619223	1622413	ID=mRNA326	gene326	Name=wlab.240003.1_mRNA	proteinid=651	product=1-deoxy-D-xylulose-5-phosphate%20synthase	annotator=Charles%20Bachy
Chr_01	1629547	1631437	ID=mRNA327	gene327	Name=wlab.247184.1_mRNA	proteinid=654	annotator=automatic	
Chr_01	1632231	1634374	ID=mRNA328	gene328	Name=wlab.3513.1_mRNA	proteinid=656	annotator=automatic	
Chr_01	1641315	1649534	ID=mRNA329	gene329	Name=wlab.247186.1_mRNA	proteinid=659	annotator=automatic	
Chr_01	1650010	1653601	ID=mRNA330	gene330	Name=wlab.3515.1_mRNA	proteinid=660	annotator=automatic	
Chr_01	1657485	1658806	ID=mRNA331	gene331	Name=wlab.232181.1_mRNA	proteinid=662	annotator=automatic	
Chr_01	1660483	1662514	ID=mRNA332	gene332	Name=wlab.239986.1_mRNA	proteinid=664	annotator=automatic	
Chr_01	1664247	1664805	ID=mRNA333	gene333	Name=wlab.248570.1_mRNA	proteinid=666	annotator=automatic	
Chr_01	1665593	1666989	ID=mRNA334	gene334	Name=wlab.2940.1_mRNA	proteinid=667	annotator=automatic	
Chr_01	1667183	1667606	ID=mRNA335	gene335	Name=wlab.246633.1_mRNA	proteinid=668	annotator=automatic	
Chr_01	1668516	1672307	ID=mRNA336	gene336	Name=wlab.248672.1_mRNA	proteinid=669	product=P-type%20ATPase%20%28P-ATPase%29%20Superfamily	annotator=Jian%20Guo
Chr_01	1675126	1680406	ID=mRNA337	gene337	Name=wlab.232177.1_mRNA	proteinid=671	annotator=automatic	
Chr_01	1681798	1682609	ID=mRNA338	gene338	Name=wlab.19231.1_mRNA	proteinid=672	annotator=automatic	
Chr_01	1683580	1685815	ID=mRNA339	gene339	Name=wlab.247190.1_mRNA	proteinid=673	annotator=automatic	
Chr_01	1687980	1689625	ID=mRNA340	gene340	Name=wlab.10371.1_mRNA	proteinid=676	annotator=automatic	
Chr_01	1694965	1696845	ID=mRNA341	gene341	Name=wlab.232173.1_mRNA	proteinid=678	annotator=automatic	
Chr_01	1698774	1701404	ID=mRNA342	gene342	Name=wlab.3524.1_mRNA	proteinid=681	annotator=automatic	
Chr_01	1705679	1707877	ID=mRNA343	gene343	Name=wlab.2944.1_mRNA	proteinid=682	product=Anaphase%20promoting%20complex%20subunit%206	annotator=Valeria%20Jimenez
Chr_01	1710491	1712048	ID=mRNA344	gene344	Name=wlab.239978.1_mRNA	proteinid=684	annotator=automatic	
Chr_01	1713188	1714818	ID=mRNA345	gene345	Name=wlab.232171.1_mRNA	proteinid=685	annotator=automatic	
Chr_01	1715432	1717124	ID=mRNA346	gene346	Name=wlab.248908.1_mRNA	proteinid=686	annotator=automatic	
Chr_01	1719868	1721429	ID=mRNA347	gene347	Name=wlab.10076.1_mRNA	proteinid=688	product=H%2B-%20or%20Na%2B-translocating%20F-type%2C%20V-type%20and%20A-type%20ATPase%20%28F-ATPase%29%20Superfamily	annotator=Jian%20Guo
Chr_01	1723946	1725416	ID=mRNA348	gene348	Name=wlab.232170.1_mRNA	proteinid=690	annotator=automatic	
Chr_01	1726900	1727860	ID=mRNA349	gene349	Name=wlab.247197.1_mRNA	proteinid=692	product=nuclear%20factor%20Y	annotator=Jae-Hyeok%20Lee
Chr_01	1732543	1734889	ID=mRNA350	gene350	Name=wlab.232582.1_mRNA	proteinid=694	annotator=automatic	
Chr_01	1736380	1738185	ID=mRNA351	gene351	Name=wlab.247199.1_mRNA	proteinid=696	annotator=automatic	
Chr_01	1739372	1741024	ID=mRNA352	gene352	Name=wlab.232166.1_mRNA	proteinid=698	product=Major%20Facilitator%20Superfamily%20%28MFS%29	annotator=Jian%20Guo
Chr_01	1743518	1745044	ID=mRNA353	gene353	Name=wlab.247201.1_mRNA	proteinid=700	product=ATP-binding%20Cassette%20%28ABC%29%20Superfamily	annotator=Jian%20Guo
Chr_01	1748534	1750207	ID=mRNA354	gene354	Name=wlab.247203.1_mRNA	proteinid=702	annotator=automatic	
Chr_01	1753142	1754959	ID=mRNA355	gene355	Name=wlab.10096.1_mRNA	proteinid=704	annotator=automatic	
Chr_01	1758642	1760805	ID=mRNA356	gene356	Name=wlab.232585.1_mRNA	proteinid=706	annotator=automatic	
Chr_01	1764210	1765442	ID=mRNA357	gene357	Name=wlab.22229.1_mRNA	proteinid=709	product=molybdenum%20cofactor%20biosynthesis%20CNX3	annotator=Valeria%20Jimenez
Chr_01	1767570	1771355	ID=mRNA358	gene358	Name=wlab.247206.1_mRNA	proteinid=711	product=AP-2%20complex%20subunit%20beta-1%20%28Beta-adaptin%29	annotator=Valeria%20Jimenez
Chr_01	1773763	1777332	ID=mRNA359	gene359	Name=wlab.232157.1_mRNA	proteinid=713	annotator=automatic	
Chr_01	1778613	1781690	ID=mRNA360	gene360	Name=wlab.247207.1_mRNA	proteinid=714	product=Major%20Facilitator%20Superfamily%20%28MFS%29	annotator=Jian%20Guo
Chr_01	1783681	1785914	ID=mRNA361	gene361	Name=wlab.247209.1_mRNA	proteinid=716	annotator=automatic	
Chr_01	1787330	1790122	ID=mRNA362	gene362	Name=wlab.232155.1_mRNA	proteinid=718	annotator=automatic	
Chr_01	1790741	1792168	ID=mRNA363	gene363	Name=wlab.232154.1_mRNA	proteinid=719	annotator=automatic	
Chr_01	1794512	1795367	ID=mRNA364	gene364	Name=EuGene.0100010741_mRNA	proteinid=10951	annotator=Alexandra%20Worden	
Chr_01	1797133	1797995	ID=mRNA365	gene365	Name=wlab.247211.1_mRNA	proteinid=722	annotator=automatic	
Chr_01	1799764	1803124	ID=mRNA366	gene366	Name=wlab.247212.1_mRNA	proteinid=723	annotator=automatic	
Chr_01	1806943	1808203	ID=mRNA367	gene367	Name=wlab.19267.1_mRNA	proteinid=725	annotator=automatic	
Chr_01	1810766	1813416	ID=mRNA368	gene368	Name=wlab.247214.1_mRNA	proteinid=727	annotator=automatic	
Chr_01	1817399	1818837	ID=mRNA369	gene369	Name=wlab.247216.1_mRNA	proteinid=729	annotator=automatic	
Chr_01	1824919	1825971	ID=mRNA370	gene370	Name=wlab.247218.1_mRNA	proteinid=731	annotator=automatic	
Chr_01	1827385	1828717	ID=mRNA371	gene371	Name=wlab.232147.1_mRNA	proteinid=732	annotator=automatic	
Chr_01	1829163	1832512	ID=mRNA372	gene372	Name=wlab.8018.1_mRNA	proteinid=733	annotator=automatic	
Chr_01	1833564	1834844	ID=mRNA373	gene373	Name=wlab.3542.1_mRNA	proteinid=735	annotator=automatic	
Chr_01	1834967	1836339	ID=mRNA374	gene374	Name=wlab.232146.1_mRNA	proteinid=736	annotator=automatic	
Chr_01	1856959	1859335	ID=mRNA375	gene375	Name=wlab.230806.1_mRNA	proteinid=738	annotator=automatic	
Chr_01	1866283	1866636	ID=mRNA376	gene376	Name=wlab.3546.1_mRNA	proteinid=742	annotator=automatic	
Chr_01	1866944	1867516	ID=mRNA377	gene377	Name=wlab.22248.1_mRNA	proteinid=743	annotator=automatic	
Chr_01	1872013	1873316	ID=mRNA378	gene378	Name=wlab.232142.1_mRNA	proteinid=745	annotator=automatic	
Chr_01	1873489	1875768	ID=mRNA379	gene379	Name=wlab.22249.1_mRNA	proteinid=746	annotator=automatic	
Chr_01	1878207	1879772	ID=mRNA380	gene380	Name=wlab.3548.1_mRNA	proteinid=748	annotator=automatic	
Chr_01	1884236	1886128	ID=mRNA381	gene381	Name=wlab.232141.1_mRNA	proteinid=751	annotator=automatic	
Chr_01	1889650	1890800	ID=mRNA382	gene382	Name=wlab.239721.1_mRNA	proteinid=753	annotator=automatic	
Chr_01	1892846	1901370	ID=mRNA383	gene383	Name=wlab.232138.1_mRNA	proteinid=755	annotator=automatic	
Chr_01	1901555	1902858	ID=mRNA384	gene384	Name=wlab.232139.1_mRNA	proteinid=756	annotator=automatic	
Chr_01	1902883	1904008	ID=mRNA385	gene385	Name=wlab.248621.1_mRNA	proteinid=757	annotator=automatic	
Chr_01	1904035	1905258	ID=mRNA386	gene386	Name=wlab.248668.1_mRNA	proteinid=758	product=Mitochondrial%20Carrier%20%28MC%29%20Family	annotator=Jian%20Guo
Chr_01	1905334	1905944	ID=mRNA387	gene387	Name=wlab.1214.1_mRNA	proteinid=759	product=Type%20II%20%28General%29%20Secretory%20Pathway%20%28IISP%29%20Family	annotator=Jian%20Guo
Chr_01	1906060	1906730	ID=mRNA388	gene388	Name=wlab.2956.1_mRNA	proteinid=760	annotator=automatic	
Chr_01	1908027	1909651	ID=mRNA389	gene389	Name=wlab.232135.1_mRNA	proteinid=762	annotator=automatic	
Chr_01	1910050	1911551	ID=mRNA390	gene390	Name=wlab.232134.1_mRNA	proteinid=763	annotator=automatic	
Chr_01	1918226	1921063	ID=mRNA391	gene391	Name=wlab.232131.1_mRNA	proteinid=766	annotator=automatic	
Chr_01	1921262	1924534	ID=mRNA392	gene392	Name=wlab.232130.1_mRNA	proteinid=767	annotator=automatic	
Chr_01	1924835	1926433	ID=mRNA393	gene393	Name=wlab.232129.1_mRNA	proteinid=768	annotator=automatic	
Chr_01	1927363	1928865	ID=mRNA394	gene394	Name=wlab.22263.1_mRNA	proteinid=769	annotator=automatic	
Chr_01	1931196	1936624	ID=mRNA395	gene395	Name=wlab.232551.1_mRNA	proteinid=771	annotator=automatic	
Chr_01	1942310	1943981	ID=mRNA396	gene396	Name=wlab.22264.1_mRNA	proteinid=774	annotator=automatic	
Chr_01	1944178	1944567	ID=mRNA397	gene397	Name=wlab.3558.1_mRNA	proteinid=775	annotator=automatic	
Chr_01	1944756	1946741	ID=mRNA398	gene398	Name=wlab.232124.1_mRNA	proteinid=776	annotator=automatic	
Chr_01	1947885	1948690	ID=mRNA399	gene399	Name=wlab.232122.1_mRNA	proteinid=778	annotator=automatic	
Chr_01	1951904	1953704	ID=mRNA400	gene400	Name=wlab.22267.1_mRNA	proteinid=780	annotator=automatic	
Chr_01	1954949	1955386	ID=mRNA401	gene401	Name=fgenesh2_pg.C_Chr_01000150_mRNA	proteinid=11013	annotator=Alexandra%20Worden	
Chr_01	1955545	1958408	ID=mRNA402	gene402	Name=fgenesh2_pg.C_Chr_01000151_mRNA	proteinid=11014	annotator=Alexandra%20Worden	
Chr_01	1958658	1960267	ID=mRNA403	gene403	Name=wlab.232552.1_mRNA	proteinid=781	annotator=automatic	
Chr_01	1960388	1960846	ID=mRNA404	gene404	Name=wlab.247221.1_mRNA	proteinid=782	annotator=automatic	
Chr_01	1962274	1964906	ID=mRNA405	gene405	Name=wlab.232099.1_mRNA	proteinid=784	annotator=automatic	
Chr_01	1966329	1969142	ID=mRNA406	gene406	Name=wlab.3567.1_mRNA	proteinid=786	annotator=automatic	
Chr_01	1971171	1974266	ID=mRNA407	gene407	Name=wlab.3568.1_mRNA	proteinid=788	annotator=automatic	
Chr_01	1976673	1978340	ID=mRNA408	gene408	Name=wlab.232120.1_mRNA	proteinid=790	annotator=automatic	
Chr_01	1979892	1981738	ID=mRNA409	gene409	Name=wlab.232118.1_mRNA	proteinid=792	product=glutathione%20S-transferase	annotator=Chang%20Jae%20Choi
Chr_01	1983871	1985333	ID=mRNA410	gene410	Name=wlab.247222.1_mRNA	proteinid=794	annotator=automatic	
Chr_01	1991054	1992913	ID=mRNA411	gene411	Name=wlab.3574.1_mRNA	proteinid=796	annotator=automatic	
Chr_01	1995044	1995346	ID=mRNA412	gene412	Name=wlab.3576.1_mRNA	proteinid=798	annotator=automatic	
Chr_01	2000684	2002211	ID=mRNA413	gene413	Name=wlab.2280.1_mRNA	proteinid=800	annotator=automatic	
