query id	subject id	% identity	alignment length	mismatches	gap opens	q. start	q. end	s. start	s. end	evalue	bit score	COG#	functional categories					COG protein description
jgi|MicpuN3v2|1102|wlab.244452.1	CDD:224801	56.780	236	93	4	74	306	2	231	8.40e-124	351	COG1889	J					Fibrillarin-like rRNA methylase
jgi|MicpuN3v2|1103|wlab.233104.1	CDD:223329	44.531	128	70	1	34	160	2	129	3.53e-50	154	COG0251	J					Putative translation initiation inhibitor, yjgF family
jgi|MicpuN3v2|1107|wlab.247260.1	CDD:223532	24.060	133	88	4	19	143	23	150	1.13e-10	54.2	COG0456	R					Acetyltransferases
jgi|MicpuN3v2|1110|wlab.233100.1	CDD:224117	18.272	301	206	5	99	395	737	1001	4.23e-06	47.4	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|1113|wlab.233098.1	CDD:224828	27.200	125	67	4	167	276	106	221	1.71e-06	47.0	COG1916	S					Uncharacterized homolog of PrgY (pheromone shutdown protein)
jgi|MicpuN3v2|1119|wlab.233093.1	CDD:223343	25.000	320	177	10	93	408	68	328	1.15e-30	120	COG0265	O					Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain
jgi|MicpuN3v2|111|wlab.232455.1	CDD:227532	31.944	72	38	3	288	348	153	224	2.48e-06	47.8	COG5207	O					Isopeptidase T
jgi|MicpuN3v2|1121|wlab.233095.1	CDD:227820	22.571	350	201	9	374	679	72	395	1.32e-13	70.4	COG5533	O					Ubiquitin C-terminal hydrolase
jgi|MicpuN3v2|1127|wlab.233090.1	CDD:223540	24.413	213	116	6	324	525	244	422	2.98e-18	85.3	COG0464	O					ATPases of the AAA+ class
jgi|MicpuN3v2|1128|wlab.233089.1	CDD:227223	29.353	201	126	9	105	302	140	327	4.60e-11	60.0	COG4886	S					Leucine-rich repeat (LRR) protein
jgi|MicpuN3v2|1130|wlab.247265.1	CDD:227455	18.717	187	92	7	338	520	20	150	1.77e-04	39.6	COG5126	T	Z	D	R		Ca2+-binding protein (EF-Hand superfamily)
jgi|MicpuN3v2|1133|wlab.233086.1	CDD:227459	18.788	165	95	6	29	191	34	161	8.92e-04	35.6	COG5130	U	T				Prenylated rab acceptor 1 and related proteins
jgi|MicpuN3v2|1135|wlab.233085.1	CDD:227415	43.460	237	130	2	638	874	325	557	1.24e-76	258	COG5083	R					Uncharacterized protein involved in plasmid maintenance
jgi|MicpuN3v2|1137|wlab.233082.1	CDD:224727	25.701	214	150	4	56	267	16	222	5.09e-17	75.1	COG1814	S					Uncharacterized membrane protein
jgi|MicpuN3v2|1139|wlab.247266.1	CDD:224209	19.745	157	123	3	64	219	11	165	6.57e-19	81.2	COG1290	C					Cytochrome b subunit of the bc complex
jgi|MicpuN3v2|113|wlab.243540.1	CDD:223158	46.218	119	61	2	25	143	23	138	1.62e-44	140	COG0080	J					Ribosomal protein L11
jgi|MicpuN3v2|1140|wlab.3879.1	CDD:226098	18.950	343	172	18	78	411	10	255	4.67e-06	44.7	COG3568	R					Metal-dependent hydrolase
jgi|MicpuN3v2|1142|wlab.247268.1	CDD:224442	23.664	131	65	6	12	142	90	185	6.57e-06	43.3	COG1525	L					Micrococcal nuclease (thermonuclease) homologs
jgi|MicpuN3v2|1144|wlab.233076.1	CDD:223248	23.585	212	144	6	128	333	15	214	1.70e-14	68.6	COG0170	I					Dolichol kinase
jgi|MicpuN3v2|1145|wlab.247269.1	CDD:223730	26.820	261	150	7	153	411	75	296	1.04e-32	123	COG0657	I					Esterase/lipase
jgi|MicpuN3v2|1146|wlab.22554.1	CDD:223627	31.897	580	320	18	284	832	331	866	4.88e-96	319	COG0553	K	L				Superfamily II DNA/RNA helicases, SNF2 family
jgi|MicpuN3v2|1147|wlab.233075.1	CDD:224119	21.918	73	39	5	125	194	438	495	5.36e-04	38.1	COG1198	L					Primosomal protein N' (replication factor Y) - superfamily II helicase
jgi|MicpuN3v2|1148|wlab.233074.1	CDD:225201	25.941	239	145	9	1291	1514	189	410	1.68e-09	59.3	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|1149|wlab.233073.1	CDD:223518	51.031	582	270	9	91	671	16	583	0.0	787	COG0441	J					Threonyl-tRNA synthetase
jgi|MicpuN3v2|114|wlab.232452.1	CDD:227598	24.542	273	138	11	252	504	34	258	8.67e-26	104	COG5273	R					Uncharacterized protein containing DHHC-type Zn finger
jgi|MicpuN3v2|1151|wlab.233070.1	CDD:223796	26.316	76	50	1	165	240	105	174	9.16e-05	39.9	COG0724	R					RNA-binding proteins (RRM domain)
jgi|MicpuN3v2|1152|wlab.248539.1	CDD:223463	33.333	198	88	6	81	272	3	162	7.84e-46	148	COG0386	O					Glutathione peroxidase
jgi|MicpuN3v2|1153|wlab.233071.1	CDD:223498	28.244	131	86	5	500	629	66	189	2.89e-10	58.9	COG0421	E					Spermidine synthase
jgi|MicpuN3v2|1154|wlab.233069.1	CDD:227585	34.106	302	195	3	163	461	56	356	8.45e-70	231	COG5260	L					DNA polymerase sigma
jgi|MicpuN3v2|1156|wlab.247272.1	CDD:223225	40.388	515	253	8	105	618	1	462	3.76e-174	500	COG0147	E	H				Anthranilate/para-aminobenzoate synthases component I
jgi|MicpuN3v2|1157|wlab.233066.1	CDD:227410	52.083	144	69	0	14	157	9	152	9.53e-71	207	COG5078	O					Ubiquitin-protein ligase
jgi|MicpuN3v2|1159|wlab.233064.1	CDD:225136	35.146	239	141	5	20	251	7	238	2.37e-54	172	COG2226	H					Methylase involved in ubiquinone/menaquinone biosynthesis
jgi|MicpuN3v2|115|wlab.232545.1	CDD:223766	48.864	88	37	3	242	326	11	93	1.29e-21	85.8	COG0694	O					Thioredoxin-like proteins and domains
jgi|MicpuN3v2|1160|wlab.233063.1	CDD:227455	30.882	68	42	1	250	317	94	156	5.97e-08	49.6	COG5126	T	Z	D	R		Ca2+-binding protein (EF-Hand superfamily)
jgi|MicpuN3v2|1161|wlab.233062.1	CDD:223556	24.221	834	477	29	139	963	10	697	3.49e-147	451	COG0480	J					Translation elongation factors (GTPases)
jgi|MicpuN3v2|1164|wlab.247274.1	CDD:227535	36.576	257	149	4	144	393	194	443	9.27e-46	163	COG5210	R					GTPase-activating protein
jgi|MicpuN3v2|1165|wlab.233059.1	CDD:225201	25.496	353	226	12	302	646	37	360	3.56e-32	129	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|1166|wlab.233058.1	CDD:223483	29.208	202	121	8	77	272	1	186	3.90e-29	109	COG0406	G					Fructose-2,6-bisphosphatase
jgi|MicpuN3v2|1167|wlab.244447.1	CDD:225325	23.280	189	108	4	1244	1429	147	301	3.98e-06	47.8	COG2605	R					Predicted kinase related to galactokinase and mevalonate kinase
jgi|MicpuN3v2|1169|wlab.247275.1	CDD:223738	31.447	159	83	6	163	317	71	207	1.70e-11	60.2	COG0666	R					FOG: Ankyrin repeat
jgi|MicpuN3v2|1173|wlab.233052.1	CDD:225136	25.786	159	90	2	156	314	33	163	1.87e-14	69.2	COG2226	H					Methylase involved in ubiquinone/menaquinone biosynthesis
jgi|MicpuN3v2|1174|wlab.233051.1	CDD:223518	47.405	578	281	11	89	662	3	561	0.0	652	COG0441	J					Threonyl-tRNA synthetase
jgi|MicpuN3v2|1177|wlab.244446.1	CDD:223784	31.977	172	112	3	53	224	11	177	2.55e-34	118	COG0712	C					F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)
jgi|MicpuN3v2|1180|wlab.247276.1	CDD:223203	32.995	197	116	8	9	192	2	195	1.17e-40	135	COG0125	F					Thymidylate kinase
jgi|MicpuN3v2|1183|wlab.233045.1	CDD:227061	19.847	131	98	2	837	964	312	438	3.55e-04	42.1	COG4717	S					Uncharacterized conserved protein
jgi|MicpuN3v2|1186|wlab.233041.1	CDD:223268	55.862	290	120	2	45	334	1	282	9.25e-142	399	COG0190	H					5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase
jgi|MicpuN3v2|1187|wlab.233042.1	CDD:225362	30.247	162	98	5	114	261	12	172	3.27e-19	83.2	COG2802	R					Uncharacterized protein, similar to the N-terminal domain of Lon protease
jgi|MicpuN3v2|118|wlab.246966.1	CDD:224162	40.924	628	313	10	28	647	21	598	0.0	584	COG1241	L					Predicted ATPase involved in replication control, Cdc46/Mcm family
jgi|MicpuN3v2|1190|wlab.244443.1	CDD:225037	60.000	60	23	1	5	63	2	61	4.02e-18	68.6	COG2126	J					Ribosomal protein L37E
jgi|MicpuN3v2|1194|wlab.247277.1	CDD:227861	30.000	60	35	2	171	230	211	263	1.06e-04	39.5	COG5574	O					RING-finger-containing E3 ubiquitin ligase
jgi|MicpuN3v2|1195|wlab.233036.1	CDD:224001	20.863	139	98	6	34	170	58	186	3.81e-04	38.6	COG1075	R					Predicted acetyltransferases and hydrolases with the alpha/beta hydrolase fold
jgi|MicpuN3v2|1198|wlab.2576.1	CDD:223709	47.826	69	32	1	106	170	6	74	1.25e-06	41.9	COG0636	C					F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K
jgi|MicpuN3v2|1199|wlab.233034.1	CDD:227827	41.304	46	26	1	346	390	326	371	2.09e-09	55.8	COG5540	O					RING-finger-containing ubiquitin ligase
jgi|MicpuN3v2|1200|wlab.233033.1	CDD:223280	17.442	344	203	12	79	403	19	300	3.00e-31	118	COG0202	K					DNA-directed RNA polymerase, alpha subunit/40 kD subunit
jgi|MicpuN3v2|12016|fgenesh2_pg.C_Chr_03000001	CDD:227223	34.597	211	136	2	31	240	91	300	3.79e-28	108	COG4886	S					Leucine-rich repeat (LRR) protein
jgi|MicpuN3v2|1201|wlab.233032.1	CDD:226274	24.206	252	175	7	10	252	1	245	5.61e-41	146	COG3751	O					Predicted proline hydroxylase
jgi|MicpuN3v2|1202|wlab.233031.1	CDD:224763	33.766	308	184	11	298	595	87	384	2.83e-56	193	COG1850	G					Ribulose 1,5-bisphosphate carboxylase, large subunit
jgi|MicpuN3v2|1204|wlab.244441.1	CDD:224036	28.661	635	343	17	286	908	4	540	4.70e-124	398	COG1111	L					ERCC4-like helicases
jgi|MicpuN3v2|1205|wlab.233027.1	CDD:223515	20.958	334	190	9	134	467	121	380	1.05e-15	75.8	COG0438	M					Glycosyltransferase
jgi|MicpuN3v2|1209|wlab.233028.1	CDD:223616	46.442	801	347	10	58	801	1	776	0.0	853	COG0542	O					ATPases with chaperone activity, ATP-binding subunit
jgi|MicpuN3v2|1210|wlab.247279.1	CDD:223955	36.162	271	151	5	11	278	6	257	5.48e-65	201	COG1024	I					Enoyl-CoA hydratase/carnithine racemase
jgi|MicpuN3v2|1215|wlab.233020.1	CDD:227382	35.982	906	469	22	1	886	1	815	0.0	724	COG5049	L	D	A			5'-3' exonuclease
jgi|MicpuN3v2|1216|wlab.22523.1	CDD:224229	22.143	140	85	7	17	152	2	121	2.51e-06	43.6	COG1310	R					Predicted metal-dependent protease of the PAD1/JAB1 superfamily
jgi|MicpuN3v2|1217|wlab.233019.1	CDD:225201	35.235	298	184	8	316	606	144	439	7.36e-59	201	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|1218|wlab.247280.1	CDD:223395	19.873	629	373	19	7	615	4	521	5.62e-36	141	COG0318	I	Q				Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II
jgi|MicpuN3v2|1219|wlab.233015.1	CDD:223739	29.000	100	49	4	233	315	178	272	2.05e-08	51.9	COG0667	C					Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)
jgi|MicpuN3v2|121|wlab.243436.1	CDD:224108	32.271	251	145	8	88	327	1	237	7.03e-47	156	COG1187	J					16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases
jgi|MicpuN3v2|1220|wlab.233016.1	CDD:223587	35.374	441	277	5	62	497	20	457	4.69e-118	366	COG0513	L	K	J			Superfamily II DNA and RNA helicases
jgi|MicpuN3v2|1221|wlab.233017.1	CDD:227194	39.716	423	225	9	380	797	8	405	8.86e-119	362	COG4857	R					Predicted kinase
jgi|MicpuN3v2|1223|wlab.247281.1	CDD:223231	27.612	402	190	12	37	437	89	390	2.16e-47	164	COG0153	G					Galactokinase
jgi|MicpuN3v2|1226|wlab.240.1	CDD:223441	43.058	497	243	10	18	500	9	479	0.0	573	COG0364	G					Glucose-6-phosphate 1-dehydrogenase
jgi|MicpuN3v2|1227|wlab.233011.1	CDD:223638	37.903	248	98	8	240	471	81	288	6.90e-56	185	COG0564	J					Pseudouridylate synthases, 23S RNA-specific
jgi|MicpuN3v2|1228|wlab.244440.1	CDD:223535	40.876	548	281	14	45	578	1	519	7.13e-147	432	COG0459	O					Chaperonin GroEL (HSP60 family)
jgi|MicpuN3v2|122|wlab.232557.1	CDD:227576	38.158	76	47	0	8	83	89	164	1.76e-17	71.6	COG5251	K					Transcription initiation factor TFIID, subunit TAF11
jgi|MicpuN3v2|1231|wlab.233007.1	CDD:225789	24.074	162	90	11	213	364	277	415	1.33e-09	61.7	COG3250	G					Beta-galactosidase/beta-glucuronidase
jgi|MicpuN3v2|1232|wlab.233006.1	CDD:227207	23.622	127	74	7	414	522	187	308	4.75e-08	52.5	COG4870	O					Cysteine protease
jgi|MicpuN3v2|1233|wlab.233005.1	CDD:223475	33.918	171	112	1	123	292	14	184	1.27e-30	113	COG0398	S					Uncharacterized conserved protein
jgi|MicpuN3v2|1234|wlab.3843.1	CDD:223255	29.050	179	98	5	1396	1572	60	211	8.50e-19	84.2	COG0177	L					Predicted EndoIII-related endonuclease
jgi|MicpuN3v2|1235|wlab.247282.1	CDD:226731	45.000	80	43	1	7	85	6	85	2.04e-25	87.6	COG4281	I					Acyl-CoA-binding protein
jgi|MicpuN3v2|1236|wlab.233003.1	CDD:223704	24.903	257	158	7	49	297	20	249	2.57e-36	130	COG0631	T					Serine/threonine protein phosphatase
jgi|MicpuN3v2|1237|wlab.247283.1	CDD:223572	34.634	410	237	14	71	474	6	390	9.97e-88	271	COG0498	E					Threonine synthase
jgi|MicpuN3v2|123|wlab.246968.1	CDD:227424	36.296	135	82	2	85	218	46	177	1.61e-25	95.7	COG5093	S					Uncharacterized conserved protein
jgi|MicpuN3v2|1240|wlab.246657.1	CDD:224025	25.000	136	88	4	1	127	6	136	8.75e-07	44.2	COG1100	R					GTPase SAR1 and related small G proteins
jgi|MicpuN3v2|1243|wlab.233296.1	CDD:223091	42.408	382	203	10	23	397	1	372	3.86e-138	396	COG0012	J					Predicted GTPase, probable translation factor
jgi|MicpuN3v2|1244|wlab.247285.1	CDD:223594	31.401	414	260	9	105	510	5	402	8.88e-74	236	COG0520	E					Selenocysteine lyase
jgi|MicpuN3v2|1245|wlab.232998.1	CDD:224995	36.610	295	176	5	7	300	2	286	3.32e-62	196	COG2084	I					3-hydroxyisobutyrate dehydrogenase and related beta-hydroxyacid dehydrogenases
jgi|MicpuN3v2|1246|wlab.232996.1	CDD:223737	25.361	485	238	13	24	504	17	381	2.66e-26	107	COG0665	E					Glycine/D-amino acid oxidases (deaminating)
jgi|MicpuN3v2|1247|wlab.232997.1	CDD:223272	46.196	184	96	2	93	276	6	186	1.48e-71	215	COG0194	F					Guanylate kinase
jgi|MicpuN3v2|1248|wlab.232995.1	CDD:223533	23.684	304	193	6	729	1032	1	265	4.08e-26	107	COG0457	R					FOG: TPR repeat
jgi|MicpuN3v2|1249|wlab.232994.1	CDD:227828	22.876	153	90	5	10	151	11	146	1.75e-09	51.5	COG5541	O					Vesicle coat complex COPI, zeta subunit
jgi|MicpuN3v2|1251|wlab.232992.1	CDD:226242	23.671	207	100	7	64	263	50	205	1.50e-10	58.3	COG3719	J					Ribonuclease I
jgi|MicpuN3v2|1252|wlab.247286.1	CDD:224021	29.592	196	116	6	5	200	8	181	2.81e-34	117	COG1096	J					Predicted RNA-binding protein (consists of S1 domain and a Zn-ribbon domain)
jgi|MicpuN3v2|1254|wlab.232989.1	CDD:223725	40.860	186	74	5	53	232	1	156	3.79e-56	173	COG0652	O					Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family
jgi|MicpuN3v2|1255|wlab.247287.1	CDD:223520	32.632	95	60	1	212	306	395	485	2.21e-13	67.8	COG0443	O					Molecular chaperone
jgi|MicpuN3v2|1256|wlab.3837.1	CDD:224117	15.698	860	629	22	389	1219	221	1013	7.64e-08	54.3	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|1260|wlab.232987.1	CDD:223092	47.039	895	443	14	77	966	11	879	0.0	939	COG0013	J					Alanyl-tRNA synthetase
jgi|MicpuN3v2|1261|wlab.232986.1	CDD:224839	36.216	185	92	9	40	209	305	478	3.02e-28	109	COG1928	O					Dolichyl-phosphate-mannose--protein O-mannosyl transferase
jgi|MicpuN3v2|1263|wlab.232985.1	CDD:226894	24.242	66	49	1	54	119	369	433	7.68e-04	36.7	COG4499	S					Predicted membrane protein
jgi|MicpuN3v2|1264|wlab.230907.1	CDD:224117	19.856	277	195	5	1432	1693	746	1010	6.01e-08	54.7	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|1265|wlab.247289.1	CDD:224025	24.194	186	125	5	13	184	1	184	1.07e-19	80.0	COG1100	R					GTPase SAR1 and related small G proteins
jgi|MicpuN3v2|1267|wlab.230905.1	CDD:223627	27.815	888	549	27	178	995	1	866	1.03e-104	349	COG0553	K	L				Superfamily II DNA/RNA helicases, SNF2 family
jgi|MicpuN3v2|1268|wlab.232981.1	CDD:224276	33.913	115	68	2	121	235	80	186	2.55e-14	67.2	COG1357	S					Uncharacterized low-complexity proteins
jgi|MicpuN3v2|1271|wlab.232978.1	CDD:223315	39.000	200	114	5	47	245	2	194	1.80e-56	177	COG0237	H					Dephospho-CoA kinase
jgi|MicpuN3v2|1272|wlab.232977.1	CDD:224517	33.333	111	68	3	17	127	29	133	4.45e-12	60.8	COG1601	J					Translation initiation factor 2, beta subunit (eIF-2beta)/eIF-5 N-terminal domain
jgi|MicpuN3v2|1273|wlab.232976.1	CDD:223620	18.443	244	147	7	52	271	5	220	2.20e-19	81.7	COG0546	R					Predicted phosphatases
jgi|MicpuN3v2|1274|wlab.2976.1	CDD:223556	51.012	692	327	8	71	756	11	696	0.0	841	COG0480	J					Translation elongation factors (GTPases)
jgi|MicpuN3v2|1276|wlab.232974.1	CDD:226646	33.439	631	338	14	27	633	15	587	3.65e-148	440	COG4178	R					ABC-type uncharacterized transport system, permease and ATPase components
jgi|MicpuN3v2|127|wlab.246971.1	CDD:224440	25.635	788	396	36	255	982	12	669	7.10e-63	224	COG1523	G					Type II secretory pathway, pullulanase PulA and related glycosidases
jgi|MicpuN3v2|1283|wlab.232969.1	CDD:225201	25.424	354	205	13	8	353	102	404	9.30e-34	133	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|1284|wlab.232968.1	CDD:224850	33.588	131	74	5	91	219	8	127	1.57e-26	97.0	COG1939	S					Uncharacterized protein conserved in bacteria
jgi|MicpuN3v2|1286|wlab.232966.1	CDD:223154	18.729	299	202	14	20	298	11	288	8.10e-09	54.7	COG0076	E					Glutamate decarboxylase and related PLP-dependent proteins
jgi|MicpuN3v2|1288|wlab.247292.1	CDD:224117	20.570	316	236	3	276	591	662	962	2.26e-15	77.1	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|1289|wlab.232965.1	CDD:223539	27.602	221	141	6	1	221	2	203	1.96e-27	104	COG0463	M					Glycosyltransferases involved in cell wall biogenesis
jgi|MicpuN3v2|1290|wlab.248542.1	CDD:227527	23.810	252	160	9	19	268	8	229	5.39e-10	56.5	COG5200	A					U1 snRNP component, mediates U1 snRNP association with cap-binding complex
jgi|MicpuN3v2|1291|wlab.210.1	CDD:225919	34.657	277	156	9	1	273	5	260	4.05e-64	199	COG3384	S					Uncharacterized conserved protein
jgi|MicpuN3v2|1293|wlab.232962.1	CDD:227223	28.814	118	70	5	239	355	140	244	2.67e-08	54.6	COG4886	S					Leucine-rich repeat (LRR) protein
jgi|MicpuN3v2|1294|wlab.247293.1	CDD:223556	64.680	688	238	3	52	737	3	687	0.0	1079	COG0480	J					Translation elongation factors (GTPases)
jgi|MicpuN3v2|1297|wlab.232956.1	CDD:225136	41.441	222	122	4	106	325	14	229	1.80e-74	227	COG2226	H					Methylase involved in ubiquinone/menaquinone biosynthesis
jgi|MicpuN3v2|12|wlab.232533.1	CDD:227408	18.692	107	83	2	4	106	257	363	2.87e-05	40.9	COG5076	B	K				Transcription factor involved in chromatin remodeling, contains bromodomain
jgi|MicpuN3v2|1300|wlab.232954.1	CDD:223289	60.494	81	32	0	40	120	2	82	2.59e-36	118	COG0211	J					Ribosomal protein L27
jgi|MicpuN3v2|1302|wlab.247294.1	CDD:223248	29.412	102	71	1	453	554	115	215	2.47e-11	60.5	COG0170	I					Dolichol kinase
jgi|MicpuN3v2|1303|wlab.22493.1	CDD:223443	22.118	321	198	13	1081	1360	42	351	2.35e-15	77.7	COG0366	G					Glycosidases
jgi|MicpuN3v2|1304|wlab.232950.1	CDD:223500	45.008	591	278	7	78	666	13	558	0.0	712	COG0423	J					Glycyl-tRNA synthetase (class II)
jgi|MicpuN3v2|1305|wlab.232951.1	CDD:223733	34.560	489	312	4	110	595	2	485	4.42e-140	419	COG0661	R					Predicted unusual protein kinase
jgi|MicpuN3v2|1308|wlab.232948.1	CDD:224117	18.884	1165	761	28	37	1056	19	1144	1.04e-49	189	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|1309|wlab.247296.1	CDD:227383	45.378	119	65	0	25	143	8	126	3.11e-27	108	COG5050	I					sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferases
jgi|MicpuN3v2|1312|wlab.232947.1	CDD:224117	23.944	142	96	1	150	291	807	936	4.35e-06	46.6	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|1314|wlab.247298.1	CDD:223597	26.980	404	208	10	87	487	1	320	9.17e-55	186	COG0523	R					Putative GTPases (G3E family)
jgi|MicpuN3v2|1315|wlab.232944.1	CDD:227402	22.540	315	226	7	5	311	2	306	5.12e-07	47.6	COG5070	G	O	U			Nucleotide-sugar transporter
jgi|MicpuN3v2|1317|wlab.3802.1	CDD:223861	22.340	94	66	1	38	131	59	145	2.51e-10	58.5	COG0790	R					FOG: TPR repeat, SEL1 subfamily
jgi|MicpuN3v2|1319|wlab.232608.1	CDD:223983	33.257	436	261	7	562	987	6	421	1.24e-93	301	COG1055	P					Na+/H+ antiporter NhaD and related arsenite permeases
jgi|MicpuN3v2|131|wlab.120.1	CDD:227462	50.794	126	57	1	46	166	52	177	8.17e-47	148	COG5133	S					Uncharacterized conserved protein
jgi|MicpuN3v2|1320|wlab.232610.1	CDD:223739	37.190	363	174	11	10	369	4	315	3.57e-102	302	COG0667	C					Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)
jgi|MicpuN3v2|1321|wlab.232609.1	CDD:224055	28.846	572	378	11	930	1490	14	567	2.74e-102	336	COG1132	V					ABC-type multidrug transport system, ATPase and permease components
jgi|MicpuN3v2|1323|wlab.232612.1	CDD:223598	24.566	346	213	9	88	427	3	306	4.08e-21	90.6	COG0524	G					Sugar kinases, ribokinase family
jgi|MicpuN3v2|1327|wlab.232615.1	CDD:223284	54.908	326	140	4	66	390	4	323	1.82e-101	303	COG0206	D					Cell division GTPase
jgi|MicpuN3v2|1328|wlab.232616.1	CDD:225201	23.692	325	238	7	290	608	119	439	7.55e-38	143	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|1329|wlab.232617.1	CDD:227867	28.000	125	84	3	120	244	5	123	1.28e-12	63.4	COG5580	O					Activator of HSP90 ATPase
jgi|MicpuN3v2|1330|wlab.232618.1	CDD:224513	27.692	130	75	6	170	291	6	124	1.54e-10	59.6	COG1597	I	R				Sphingosine kinase and enzymes related to eukaryotic diacylglycerol kinase
jgi|MicpuN3v2|1331|wlab.232619.1	CDD:223587	32.840	405	237	8	109	509	27	400	3.89e-91	287	COG0513	L	K	J			Superfamily II DNA and RNA helicases
jgi|MicpuN3v2|1333|wlab.232621.1	CDD:223783	29.293	99	66	3	407	504	23	118	4.88e-05	42.3	COG0711	C					F0F1-type ATP synthase, subunit b
jgi|MicpuN3v2|1337|wlab.233297.1	CDD:223619	54.783	115	49	2	38	152	90	201	1.62e-42	149	COG0545	O					FKBP-type peptidyl-prolyl cis-trans isomerases 1
jgi|MicpuN3v2|1338|wlab.232625.1	CDD:223336	21.951	82	55	3	131	210	104	178	1.18e-05	45.0	COG0258	L					5'-3' exonuclease (including N-terminal domain of PolI)
jgi|MicpuN3v2|1339|wlab.244342.1	CDD:223725	51.034	145	62	4	47	188	6	144	3.15e-62	190	COG0652	O					Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family
jgi|MicpuN3v2|1343|wlab.17312.1	CDD:227455	24.375	160	96	4	45	204	16	150	8.86e-12	60.0	COG5126	T	Z	D	R		Ca2+-binding protein (EF-Hand superfamily)
jgi|MicpuN3v2|1344|wlab.3791.1	CDD:226985	28.873	142	89	3	116	252	13	147	2.30e-19	86.0	COG4638	P	R				Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases, large terminal subunit
jgi|MicpuN3v2|1345|wlab.232629.1	CDD:223462	24.845	322	214	12	113	433	14	308	1.67e-21	91.9	COG0385	R					Predicted Na+-dependent transporter
jgi|MicpuN3v2|1347|wlab.232631.1	CDD:223701	20.079	254	184	5	151	390	99	347	3.25e-20	89.2	COG0628	R					Predicted permease
jgi|MicpuN3v2|1349|wlab.3788.1	CDD:224117	22.684	313	212	4	1980	2291	666	949	3.05e-19	92.5	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|1350|wlab.232943.1	CDD:224025	27.322	183	110	4	16	175	5	187	1.02e-26	98.1	COG1100	R					GTPase SAR1 and related small G proteins
jgi|MicpuN3v2|1351|wlab.1331.1	CDD:225225	28.889	90	58	3	44	129	1	88	6.29e-11	52.3	COG2350	S					Uncharacterized protein conserved in bacteria
jgi|MicpuN3v2|1353|wlab.232942.1	CDD:227609	23.016	126	76	3	167	292	134	238	7.29e-12	62.1	COG5285	Q					Protein involved in biosynthesis of mitomycin antibiotics/polyketide fumonisin
